IDENTIFIER	DTB-097-Progression-cfDNA	DTB-102-Progression-cfDNA	DTB-119-Progression-cfDNA	DTB-149-Baseline-cfDNA	DTB-156-Baseline-cfDNA	DTB-183-Baseline-cfDNA	DTB-205-Baseline-cfDNA	DTB-210-Baseline-cfDNA	DTB-214-Baseline-cfDNA	DTB-216-Progression-cfDNA	DTB-258-Baseline-cfDNA	DTB-261-Baseline-cfDNA	DTB-266-Baseline-cfDNA	GENE_ID
TNFRSF11A	3.908	1.45	5.116	0.795	7.624	0.332	0.149	2.649	2.877	2.457	2.687	0.461	0.952	ENSG00000141655.17
TNFRSF11B	7.059	6.471	1.554	18.314	0.597	2.131	56.994	2.753	2.224	0.263	0.546	7.831	1.751	ENSG00000164761.9
TNFRSF12A	63.714	6.798	115.229	5.97	11.771	0.0	0.258	2.865	10.462	41.844	23.761	22.121	4.601	ENSG00000006327.14
TNFRSF13C	0.472	3.639	0.0	0.0	9.01	1.907	2.911	0.589	0.393	1.738	0.664	0.762	0.0	ENSG00000159958.7
TNFRSF14	5.206	3.483	6.41	1.987	6.923	2.828	1.221	1.099	5.148	7.313	4.549	3.134	3.757	ENSG00000157873.17
TNFRSF17	0.0	32.584	0.677	0.195	5.564	0.59	0.539	0.0	0.729	5.528	1.027	1.59	1.826	ENSG00000048462.11
TNFRSF18	18.321	1.494	1.449	0.156	12.686	0.472	0.0	0.652	2.046	8.117	8.551	0.283	0.398	ENSG00000186891.14
TNFRSF19	6.321	305.075	5.616	18.278	25.28	2.671	23.341	23.199	9.283	127.138	21.314	4.65	22.323	ENSG00000127863.16
TNFRSF1A	152.038	127.324	54.907	46.014	161.278	93.183	10.825	96.532	273.221	66.682	14.439	144.364	29.726	ENSG00000067182.8
TNFRSF1B	17.265	37.131	8.922	10.581	12.496	1.255	6.084	1.073	7.085	10.494	5.085	9.6	6.36	ENSG00000028137.19
TNFRSF21	67.584	47.517	60.66	213.222	68.962	21.045	49.518	18.865	66.641	69.767	100.714	100.772	35.04	ENSG00000146072.6
TNFRSF25	0.204	1.231	1.507	4.319	14.187	0.84	0.127	0.765	3.467	12.231	2.53	3.426	3.594	ENSG00000215788.11
TNFRSF9	0.081	4.297	0.194	0.0	1.336	0.0	0.0	0.076	0.0	0.295	0.233	0.0	0.233	ENSG00000049249.9
TNFSF10	116.332	97.078	95.217	171.692	61.695	3.883	1.444	23.036	70.498	113.701	62.104	56.873	37.544	ENSG00000121858.11
TNFSF11	1.615	0.12	1.692	1.627	6.859	0.0	0.0	0.52	0.355	0.521	1.659	0.911	2.288	ENSG00000120659.15
TNFSF12	24.724	26.361	15.961	15.424	37.612	0.503	2.58	13.472	34.227	21.312	31.226	16.013	22.109	ENSG00000239697.11
TNFSF13B	2.407	23.238	2.782	1.663	13.766	1.074	1.496	0.443	7.138	2.666	4.274	3.261	1.632	ENSG00000102524.11
TNFSF14	5.931	2.919	0.0	1.057	1.311	0.448	0.081	0.081	0.111	1.259	0.187	0.321	0.25	ENSG00000125735.11
TNFSF15	131.557	21.047	6.955	4.141	2.506	0.927	0.033	45.294	13.011	35.104	7.519	18.599	237.422	ENSG00000181634.8
TNFSF4	12.031	15.997	1.856	6.345	2.831	8.256	8.479	3.55	2.387	8.907	6.738	5.167	8.534	ENSG00000117586.11
TNFSF8	2.095	7.986	2.466	2.594	1.608	0.386	0.0	3.838	1.298	2.579	0.727	2.759	1.501	ENSG00000106952.7
TNIK	10.196	6.802	4.239	9.118	11.548	7.228	46.574	1.044	6.81	55.36	2.151	1.771	4.725	ENSG00000154310.17
TNIP1	54.87	39.859	46.341	45.667	36.594	27.208	42.577	20.605	43.686	63.146	70.366	27.351	36.153	ENSG00000145901.16
TNIP2	36.03	23.93	22.396	34.099	28.017	26.239	20.997	10.104	23.446	15.177	35.121	17.532	29.141	ENSG00000168884.15
TNIP3	0.0	4.156	0.146	0.062	0.0	0.0	0.0	0.086	0.117	0.444	0.198	0.339	0.053	ENSG00000050730.16
TNK1	1.971	5.555	6.906	3.255	4.365	11.893	5.197	2.576	5.389	11.354	4.687	2.011	5.584	ENSG00000174292.12
TNK2	4.498	4.056	13.88	6.939	27.194	3.88	2.004	5.741	8.416	6.466	8.385	7.194	12.043	ENSG00000061938.20
TNKS	35.503	40.131	23.037	38.607	30.259	22.496	68.294	15.115	20.492	27.066	34.225	21.322	20.2	ENSG00000173273.16
TNKS1BP1	16.528	17.823	40.276	20.667	15.315	11.556	2.06	25.605	34.606	23.793	31.828	30.991	20.506	ENSG00000149115.14
TNKS2	30.09	69.128	75.502	88.968	35.78	74.644	55.75	72.752	76.837	45.892	40.2	60.142	80.189	ENSG00000107854.6
TNNC2	0.0	4.262	1.799	1.266	6.457	1.419	84.639	0.445	0.0	1.481	4.956	1.139	0.538	ENSG00000101470.10
TNNI1	0.865	0.409	0.695	1.711	3.852	1.556	0.147	1.183	1.066	1.5	0.682	1.561	0.705	ENSG00000159173.19
TNNI2	0.19	0.0	0.29	0.76	1.032	0.0	36.774	0.0	0.0	1.785	1.062	0.228	0.0	ENSG00000130598.16
TNNT1	38.533	3.375	0.0	0.0	2.204	21.182	22.985	0.754	1.527	28.741	1.574	0.0	0.23	ENSG00000105048.17
TNNT2	0.102	6.053	2.719	1.649	5.587	35.02	0.0	3.442	0.774	3.906	0.725	0.249	0.467	ENSG00000118194.20
TNPO1	41.388	57.361	59.191	66.502	56.712	55.186	75.713	33.08	74.492	105.864	55.718	69.377	67.376	ENSG00000083312.17
TNPO2	28.496	68.642	39.467	77.849	89.037	56.525	66.274	76.497	56.123	52.414	54.779	87.068	48.837	ENSG00000105576.15
TNPO3	44.76	79.05	18.371	40.32	50.076	53.524	72.503	40.315	64.346	67.759	73.804	36.161	41.691	ENSG00000064419.13
TNR	0.0	0.122	0.038	0.064	0.0	0.0	2.756	0.044	0.121	0.342	0.068	0.029	0.054	ENSG00000116147.17
TNRC18	33.726	15.361	22.851	20.847	65.635	10.822	12.931	15.653	26.485	43.175	49.633	19.023	24.07	ENSG00000182095.14
TNRC6A	25.38	76.832	37.233	40.81	56.639	59.291	27.443	40.433	45.757	83.992	42.418	46.519	55.382	ENSG00000090905.19
TNRC6B	28.613	67.529	41.051	50.625	92.762	42.012	30.799	21.501	31.55	36.19	40.183	45.3	64.716	ENSG00000100354.21
TNRC6C	13.218	19.132	9.553	24.04	48.93	19.222	25.456	19.122	50.471	47.02	18.134	28.849	24.143	ENSG00000078687.17
TNRC6C-AS1	3.045	3.544	4.552	4.502	18.385	0.566	0.0	1.32	10.529	7.069	8.377	1.833	2.162	
TNS1	46.801	59.343	22.861	12.449	18.2	5.641	7.077	2.336	21.251	36.239	19.614	29.422	13.299	ENSG00000079308.19
TNS2	13.834	31.56	59.938	17.854	50.276	5.591	4.105	22.187	28.506	23.43	12.526	25.114	17.963	ENSG00000111077.18
TNS3	17.885	62.615	14.602	36.085	39.405	15.535	12.848	10.313	18.241	31.572	14.821	19.403	38.705	ENSG00000136205.17
TNXB	0.104	0.082	0.127	0.08	0.192	0.033	0.054	0.042	0.095	0.267	0.03	0.189	0.138	ENSG00000168477.19
TOB1	84.485	229.089	179.915	184.065	151.236	202.246	71.462	277.224	360.339	231.673	236.299	191.921	356.491	ENSG00000141232.5
TOB1-AS1	5.353	5.182	2.703	3.994	3.143	1.761	0.888	4.481	4.359	3.207	2.995	6.198	5.588	
TOB2	46.849	47.725	48.306	61.227	144.304	30.315	14.397	36.767	54.052	35.134	57.443	81.469	79.422	ENSG00000183864.5
TOB2P1	1.136	4.553	1.266	2.523	7.68	1.428	1.349	2.975	2.124	9.022	1.439	1.447	5.601	
TOE1	8.56	5.785	8.543	15.125	8.336	7.141	16.554	2.496	11.841	11.571	9.85	10.946	6.676	ENSG00000132773.12
TOLLIP	34.882	22.41	60.132	41.865	33.373	25.277	9.512	14.012	21.261	27.468	45.818	19.366	68.471	ENSG00000078902.16
TOLLIP-AS1	6.941	10.782	7.839	3.682	4.34	3.219	9.904	4.602	6.155	14.407	12.031	15.608	11.702	
TOM1	26.021	14.681	32.811	31.526	25.246	11.301	13.371	8.381	35.452	12.617	19.741	23.068	19.874	ENSG00000100284.21
TOM1L1	132.267	39.918	84.255	125.604	68.894	177.167	164.555	96.024	45.709	79.158	65.125	86.513	156.225	ENSG00000141198.16
TOM1L2	8.022	13.965	22.643	20.982	16.529	13.413	8.438	15.74	22.187	22.848	37.67	12.417	24.958	ENSG00000175662.18
TOMM20	249.659	370.037	405.162	315.342	425.149	361.598	320.873	295.857	275.009	125.244	189.586	286.925	243.191	ENSG00000173726.11
TOMM22	159.949	107.266	102.961	143.727	121.146	100.912	138.14	84.945	99.987	66.834	69.1	136.327	127.975	ENSG00000100216.6
TOMM34	53.722	29.345	68.93	52.58	40.33	32.072	75.209	19.036	37.958	47.72	59.307	86.962	39.493	ENSG00000025772.8
TOMM40	38.278	38.324	48.711	26.31	43.081	21.068	25.69	28.217	64.769	33.7	41.77	30.338	41.322	ENSG00000130204.13
TOMM40L	16.951	5.801	10.298	5.777	9.713	5.703	13.166	5.416	8.613	7.854	14.24	11.744	10.618	ENSG00000158882.15
TOMM5	163.847	102.615	94.627	61.566	136.095	122.166	210.752	72.021	80.841	215.474	92.755	207.317	101.545	ENSG00000175768.13
TOMM6	271.902	232.088	264.531	445.513	421.9	276.916	419.906	198.92	142.026	405.497	292.734	527.425	211.775	ENSG00000214736.8
TOMM7	609.792	344.752	270.082	410.276	533.945	391.246	558.223	601.948	289.52	414.997	342.199	291.249	505.989	ENSG00000196683.11
TOMM70A	64.184	78.603	90.03	83.033	75.389	62.694	81.087	102.854	106.055	94.43	88.94	95.164	77.799	
TONSL	14.371	6.114	9.894	6.362	10.746	7.37	20.328	6.411	13.668	22.156	6.838	7.175	7.724	ENSG00000160949.17
TOP1	89.868	100.659	70.75	91.343	52.992	101.031	113.836	48.746	60.693	59.643	66.7	146.44	83.622	ENSG00000198900.6
TOP1MT	13.197	11.189	13.17	7.194	17.981	17.957	64.859	20.284	21.349	10.531	8.545	9.709	12.503	ENSG00000184428.13
TOP2A	97.714	141.346	88.545	143.432	87.827	282.08	475.391	90.005	77.806	419.673	109.95	207.671	129.892	ENSG00000131747.15
TOP2B	108.057	200.715	217.16	123.901	143.174	189.547	356.663	137.777	116.833	416.896	254.387	176.087	183.844	ENSG00000077097.15
TOP3A	9.362	14.318	10.413	19.806	34.109	13.38	24.171	10.648	26.102	23.959	26.287	42.342	16.221	ENSG00000177302.15
TOP3B	10.247	9.866	7.317	7.163	9.515	5.23	5.216	14.951	16.453	7.406	7.212	7.388	9.763	ENSG00000100038.20
TOPBP1	59.139	89.391	47.78	44.075	91.678	68.594	118.932	44.818	68.221	117.102	42.515	50.828	48.159	ENSG00000163781.14
TOPORS	34.591	27.083	34.797	20.841	55.173	38.286	37.057	16.02	44.046	49.047	39.908	35.989	36.494	ENSG00000197579.8
TOPORS-AS1	7.173	2.436	4.355	4.407	10.346	4.919	1.888	3.807	8.861	10.353	6.012	5.697	4.58	
TOR1A	109.93	125.294	137.324	100.15	192.49	85.705	78.561	118.857	149.412	190.781	105.402	101.93	69.62	ENSG00000136827.12
TOR1AIP1	85.157	103.011	88.216	64.976	217.869	83.004	52.002	121.8	60.836	111.598	133.443	82.059	87.405	ENSG00000143337.19
TOR1AIP2	30.284	45.592	24.105	27.23	62.714	46.787	24.179	38.323	21.059	30.907	34.645	24.523	29.61	ENSG00000169905.13
TOR1B	68.725	32.831	221.337	51.27	148.695	58.071	32.519	70.01	58.331	76.889	46.749	55.313	44.119	ENSG00000136816.16
TOR2A	22.535	20.976	15.356	20.788	16.086	5.786	5.964	15.298	22.403	32.403	14.576	24.285	23.837	ENSG00000160404.18
TOR3A	52.964	56.953	28.184	23.13	52.64	7.0	10.953	24.349	31.435	59.01	46.665	15.742	23.643	ENSG00000186283.14
TOR4A	10.713	2.898	2.175	0.943	2.995	0.815	0.056	0.397	1.088	1.76	1.176	1.905	1.15	ENSG00000198113.3
TOX	4.515	8.327	15.941	19.004	15.803	41.9	119.121	0.0	3.059	1.347	0.6	0.736	21.306	ENSG00000198846.6
TOX2	3.289	2.65	2.41	5.063	7.586	4.325	1.658	0.0	8.78	6.46	55.821	16.848	0.871	ENSG00000124191.18
TOX3	9.969	20.633	2.519	16.068	2.726	62.87	23.264	0.413	4.899	30.179	3.644	3.988	118.947	ENSG00000103460.17
TOX4	60.304	75.736	77.532	69.074	104.471	69.983	82.252	60.147	55.886	73.025	71.098	76.501	77.98	ENSG00000092203.15
TP53	69.804	40.091	18.772	15.238	111.087	110.212	7.363	44.022	113.311	6.638	27.127	15.173	72.588	ENSG00000141510.18
TP53BP1	34.568	111.07	39.845	85.541	46.619	49.816	86.382	20.882	84.445	51.326	78.21	57.602	69.004	ENSG00000067369.14
TP53BP2	74.651	45.273	26.211	49.501	48.501	58.435	44.611	30.815	42.12	65.295	79.619	39.516	23.355	ENSG00000143514.17
TP53I11	127.015	93.016	46.981	158.278	84.939	234.136	33.034	131.617	156.279	147.816	98.873	264.131	152.019	ENSG00000175274.19
TP53I13	27.073	8.379	8.018	11.126	32.02	3.228	7.754	9.042	9.167	18.972	11.36	6.923	7.761	ENSG00000167543.16
TP53I3	37.778	11.175	26.584	4.553	26.174	7.853	6.86	8.94	35.506	13.788	8.826	5.86	10.957	ENSG00000115129.14
TP53INP1	25.373	90.181	151.95	111.576	73.131	363.55	9.453	64.551	80.952	52.868	95.806	70.207	203.226	ENSG00000164938.14
TP53INP2	39.426	27.342	53.293	35.853	47.984	16.134	52.357	9.117	33.865	54.86	84.669	135.793	42.068	ENSG00000078804.13
TP53RK	12.026	15.456	18.167	24.06	12.057	17.85	40.784	15.896	20.136	14.398	15.262	37.882	17.148	ENSG00000172315.6
TP53TG1	38.839	58.238	130.857	54.861	83.781	57.448	1.246	42.563	32.711	53.018	76.773	52.902	69.092	
TP63	0.166	2.641	0.951	1.433	2.04	0.423	1.762	0.208	1.288	0.3	0.481	0.848	0.876	ENSG00000073282.14
TP73	7.135	2.281	2.538	1.224	6.48	2.604	1.97	1.899	2.662	20.093	1.745	3.321	0.635	ENSG00000078900.15
TP73-AS1	7.174	13.738	8.498	14.714	23.2	8.211	7.475	3.548	19.151	16.809	28.452	12.331	13.181	
TPBG	4.95	24.486	14.637	5.028	6.77	1.108	2.061	13.988	2.198	20.573	2.207	4.228	3.535	ENSG00000146242.9
TPBGL	3.185	2.791	0.143	1.703	0.37	2.507	2.008	0.337	0.575	11.517	1.226	3.267	1.19	ENSG00000261594.4
TPCN1	19.498	28.692	36.043	34.14	58.313	18.788	40.381	29.236	36.222	20.517	26.671	32.699	47.416	ENSG00000186815.13
TPCN2	3.97	9.743	3.34	7.271	13.552	8.257	2.262	4.141	24.715	7.656	13.287	5.85	6.518	ENSG00000162341.18
TPD52	78.003	102.502	278.826	134.765	45.357	701.844	49.173	112.24	74.6	66.986	144.177	383.503	111.504	ENSG00000076554.15
TPD52L1	10.792	28.733	50.697	31.883	3.117	24.324	4.831	96.216	53.021	14.434	25.61	24.585	2.702	ENSG00000111907.21
TPD52L2	148.146	128.348	137.845	138.554	236.872	62.491	74.617	71.524	115.194	131.241	173.195	204.083	140.656	ENSG00000101150.18
TPGS2	53.738	33.246	33.171	47.607	46.404	56.314	44.3	33.005	34.254	81.146	51.491	60.412	22.09	ENSG00000134779.15
TPH1	0.0	0.932	0.0	2.143	3.166	1.038	92.42	0.676	2.754	1.157	3.196	1.151	14.079	ENSG00000129167.9
TPH2	0.0	0.0	0.0	0.0	0.594	0.111	17.401	0.0	0.138	0.0	0.0	0.0	0.124	ENSG00000139287.13
TPI1	312.251	216.17	252.061	295.776	80.683	231.447	252.808	149.581	486.236	190.999	261.817	225.005	174.594	ENSG00000111669.15
TPI1P2	2.499	6.966	2.032	0.867	2.289	0.66	4.656	1.684	2.945	7.524	2.296	2.76	1.696	
TPK1	4.425	8.901	2.651	4.373	6.158	4.089	3.397	16.327	1.066	3.274	2.168	3.274	2.039	ENSG00000196511.14
TPM1	310.387	383.759	355.884	478.658	178.443	510.867	368.034	30.709	300.211	144.104	719.886	380.254	424.929	ENSG00000140416.23
TPM2	195.356	249.214	109.878	110.536	192.617	45.477	79.618	12.697	84.25	69.775	21.854	151.525	61.853	ENSG00000198467.16
TPM3	214.974	217.085	105.761	122.046	127.813	189.703	190.558	51.996	91.57	167.466	139.607	104.521	74.081	ENSG00000143549.21
TPM3P9	7.386	35.093	64.792	105.275	56.895	180.227	25.175	24.545	17.752	23.246	476.189	34.278	200.405	
TPM4	479.539	830.966	648.776	476.346	401.888	454.218	203.941	162.323	396.49	374.397	439.048	593.931	160.953	ENSG00000167460.17
TPMT	18.934	22.584	22.237	25.076	12.567	9.539	20.44	15.503	12.994	33.819	15.226	25.757	21.147	ENSG00000137364.5
TPO	0.0	0.21	0.032	0.192	0.0	0.0	0.0	0.873	0.0	0.295	3.766	0.175	0.28	ENSG00000115705.22
TPP1	420.445	378.412	179.17	254.517	212.454	109.426	103.499	357.991	153.98	174.651	226.273	274.171	125.793	ENSG00000166340.17
TPP2	28.046	52.72	50.631	34.878	66.272	53.365	71.18	28.529	69.817	44.721	58.041	50.439	57.848	ENSG00000134900.12
TPPP	1.365	6.935	15.381	7.806	8.971	4.931	10.468	2.717	3.419	6.778	19.529	2.191	5.733	ENSG00000171368.12
TPPP3	29.494	11.615	36.669	6.878	15.992	0.248	11.525	1.598	4.602	3.292	124.295	21.814	9.749	ENSG00000159713.11
TPR	142.481	215.925	128.513	164.515	260.474	103.806	204.168	81.896	71.633	211.882	183.544	110.974	139.033	ENSG00000047410.14
TPRA1	7.068	5.866	16.375	7.214	26.012	4.67	1.242	10.263	42.191	15.005	11.077	7.872	12.193	ENSG00000163870.16
TPRG1L	71.123	70.914	79.029	70.194	26.635	18.063	32.202	14.744	27.873	70.459	87.275	55.238	45.64	ENSG00000158109.15
TPRKB	41.493	57.053	48.507	23.299	25.451	32.45	35.71	20.637	25.703	72.232	50.518	52.999	41.752	ENSG00000144034.16
TPRN	24.795	11.684	10.316	9.296	27.982	12.601	1.968	14.955	16.473	17.105	12.204	5.859	25.705	ENSG00000176058.13
TPRXL	0.0	0.0	0.0	0.077	0.0	0.0	0.527	0.0	0.0	4.829	0.081	5.087	0.13	
TPSAB1	0.933	6.313	0.182	5.803	19.461	0.0	0.0	0.656	19.993	16.142	0.165	10.094	16.539	ENSG00000172236.18
TPSB2	0.36	4.951	0.187	5.005	19.377	0.0	0.0	0.0	11.495	4.964	0.0	2.634	7.826	ENSG00000197253.13
TPST1	38.251	12.214	12.275	27.752	50.834	7.653	64.111	6.969	19.441	41.293	53.473	20.517	28.593	ENSG00000169902.15
TPST2	46.646	35.534	18.034	11.599	11.779	2.69	6.365	7.58	19.673	15.69	8.103	16.895	14.58	ENSG00000128294.16
TPT1	1001.186	1536.17	1598.886	1165.802	757.031	554.567	903.529	1657.676	811.763	814.759	783.64	1088.643	2138.334	ENSG00000133112.17
TPTE	0.0	0.0	1.16	0.123	0.0	0.0	21.458	41.337	0.117	0.073	0.0	0.449	0.0	ENSG00000274391.5
TPTE2P5	0.561	0.874	1.17	1.907	2.631	2.158	0.944	0.844	0.506	2.365	2.309	1.425	2.01	
TPTE2P6	0.928	0.0	3.697	0.126	3.192	0.096	0.0	0.349	0.0	0.225	24.68	0.859	0.214	
TPTEP1	0.0	1.95	0.445	1.146	0.0	0.387	0.0	0.177	0.0	1.358	0.269	0.462	25.874	
TPX2	114.936	78.127	40.461	71.277	67.172	137.162	414.392	54.937	57.674	140.373	68.493	165.226	44.726	ENSG00000088325.16
TRA2A	39.293	75.503	79.086	51.419	63.0	24.24	66.296	46.464	48.779	100.835	110.464	70.562	73.136	ENSG00000164548.11
TRA2B	64.012	76.749	51.681	56.038	77.332	62.327	71.931	48.324	43.407	92.117	62.376	75.77	46.099	ENSG00000136527.18
TRABD	35.04	24.831	28.819	23.131	78.641	9.104	5.135	17.589	46.521	25.746	22.462	35.647	38.323	ENSG00000170638.10
TRABD2A	0.171	1.628	3.745	0.0	0.314	0.652	0.532	19.287	0.0	6.559	0.247	0.212	0.198	ENSG00000186854.11
TRABD2B	0.359	1.201	0.0	0.047	0.378	0.571	0.096	0.0	0.309	0.278	0.099	0.552	0.317	ENSG00000269113.4
TRADD	12.598	11.235	26.095	8.679	19.38	4.642	2.864	4.59	10.805	8.552	16.665	3.218	4.885	ENSG00000102871.16
TRAF1	3.577	11.852	1.241	2.612	15.899	0.999	0.0	0.803	3.371	7.444	8.557	3.968	3.701	ENSG00000056558.11
TRAF2	23.729	8.136	9.451	15.421	36.253	22.125	10.666	12.009	9.184	33.982	26.973	18.456	12.726	ENSG00000127191.18
TRAF3	17.62	29.393	16.061	17.573	20.741	22.513	20.256	15.611	23.006	34.829	18.868	22.505	18.156	ENSG00000131323.16
TRAF3IP1	17.385	30.569	17.55	15.838	34.083	21.661	50.798	21.528	47.643	63.903	57.211	33.09	23.203	ENSG00000204104.12
TRAF3IP2	8.438	10.237	3.764	2.579	28.976	6.194	4.309	5.487	4.031	11.741	5.08	2.26	6.148	ENSG00000056972.20
TRAF3IP2-AS1	2.283	5.318	1.333	3.566	14.236	2.608	8.949	2.035	1.529	8.298	4.796	2.917	3.443	
TRAF3IP3	0.601	7.545	2.725	0.752	0.127	1.243	0.0	0.521	1.303	6.34	2.126	1.312	1.012	ENSG00000009790.15
TRAF4	19.813	21.825	41.6	41.918	30.306	20.294	15.142	21.329	21.934	30.265	45.16	29.749	52.918	ENSG00000076604.15
TRAF5	15.105	33.719	13.841	6.84	52.973	12.255	12.021	7.112	13.041	31.375	35.037	10.623	4.164	ENSG00000082512.15
TRAF6	10.418	15.577	14.912	23.35	22.073	16.763	12.746	15.713	18.232	16.859	18.258	12.785	27.031	ENSG00000175104.15
TRAF7	27.876	6.465	35.447	17.965	10.391	12.648	10.939	13.414	23.297	21.8	12.524	44.195	21.767	ENSG00000131653.13
TRAFD1	49.739	43.884	136.705	35.978	28.154	62.922	35.82	28.259	35.918	29.636	39.879	25.607	40.715	ENSG00000135148.12
TRAIP	14.619	6.114	3.948	5.096	10.175	11.712	12.844	2.397	10.758	11.295	6.953	5.97	4.847	ENSG00000183763.9
TRAK1	12.973	15.107	13.923	17.937	16.078	12.197	28.763	13.044	28.265	19.796	22.562	14.837	15.888	ENSG00000182606.17
TRAK2	34.245	40.793	34.114	46.556	30.888	24.623	45.446	16.082	31.669	89.783	62.136	67.442	35.485	ENSG00000115993.13
TRAM1	120.807	331.993	444.14	105.538	143.189	251.625	56.631	102.456	147.481	161.654	258.721	297.777	242.481	ENSG00000067167.8
TRAM1L1	1.02	32.004	3.133	2.414	0.0	16.423	42.386	10.29	15.948	11.994	11.6	17.096	31.603	ENSG00000174599.5
TRAM2	24.34	67.325	26.314	29.497	40.409	47.413	7.84	13.751	38.129	36.136	57.061	28.366	17.036	ENSG00000065308.5
TRAM2-AS1	4.351	8.2	8.189	10.787	19.998	35.377	9.958	14.858	23.943	15.075	17.479	9.82	8.546	
TRANK1	8.903	20.81	11.942	3.994	7.472	6.239	3.85	5.111	10.059	19.456	16.353	3.446	5.304	ENSG00000168016.15
TRAP1	135.198	61.339	120.01	104.949	163.587	155.45	135.647	150.119	138.247	89.212	79.239	170.577	121.634	ENSG00000126602.11
TRAPPC1	137.172	130.553	130.148	107.87	130.059	102.373	95.597	64.85	162.613	90.871	128.965	170.097	83.697	ENSG00000170043.12
TRAPPC10	13.209	19.876	21.906	15.879	17.869	8.274	7.942	8.475	15.386	26.198	20.956	8.421	16.258	ENSG00000160218.13
TRAPPC11	23.497	66.022	34.707	50.701	40.678	40.205	55.327	37.011	51.976	51.05	53.405	46.253	48.721	ENSG00000168538.16
TRAPPC12	17.742	13.131	15.991	10.263	27.175	9.428	12.175	14.57	13.688	21.481	19.179	8.389	12.921	ENSG00000171853.16
TRAPPC13	19.429	29.796	33.536	43.409	32.109	41.317	33.031	74.0	24.697	28.518	30.405	46.379	40.625	ENSG00000113597.18
TRAPPC2	16.354	22.395	29.656	26.698	23.418	13.074	23.97	17.051	33.751	51.488	54.065	18.897	42.926	ENSG00000196459.14
TRAPPC2B	31.135	33.706	34.444	51.439	35.164	21.963	38.599	24.219	26.072	43.118	41.484	45.821	37.391	ENSG00000256060.3
TRAPPC2L	55.541	8.834	60.703	51.512	23.777	6.837	33.285	25.874	28.568	69.168	19.115	28.835	28.206	ENSG00000167515.10
TRAPPC3	92.218	36.032	71.518	80.573	49.976	73.163	54.098	21.509	56.654	88.112	109.042	78.009	69.375	ENSG00000054116.12
TRAPPC4	75.836	59.467	113.721	99.638	76.753	38.502	36.355	49.973	44.14	117.689	100.64	54.558	49.194	ENSG00000196655.12
TRAPPC5	177.161	133.35	252.166	182.961	181.066	85.948	110.11	206.424	264.097	138.836	176.569	231.128	181.592	ENSG00000181029.9
TRAPPC6A	34.717	26.581	43.566	26.666	61.01	20.796	0.696	43.016	21.966	58.239	45.628	12.032	36.584	ENSG00000007255.10
TRAPPC6B	17.554	28.053	27.409	24.83	34.891	6.606	17.353	10.996	20.846	40.257	29.401	23.491	28.807	ENSG00000182400.15
TRAPPC8	13.57	77.129	20.256	32.081	12.783	21.345	8.444	38.038	38.719	26.077	28.693	53.444	21.631	ENSG00000153339.15
TRAPPC9	31.733	33.785	38.75	24.972	52.795	16.397	18.358	13.479	64.804	54.461	54.523	38.194	44.125	ENSG00000167632.18
TRAT1	0.078	10.459	0.0	0.42	1.495	1.119	0.0	0.292	0.396	0.873	0.334	0.286	0.626	ENSG00000163519.14
TRDMT1	4.35	6.019	7.124	6.452	9.761	4.566	7.199	2.354	4.205	2.111	13.768	4.468	3.277	ENSG00000107614.22
TRDN	0.466	0.0	0.873	0.575	0.03	0.068	3.121	0.0	0.0	0.088	0.063	0.148	0.013	ENSG00000186439.14
TREM1	2.656	1.272	0.261	0.055	0.0	0.254	0.0	0.077	0.839	0.528	0.0	0.202	0.0	ENSG00000124731.13
TREM2	23.832	22.297	14.719	27.251	6.655	4.669	0.752	2.535	9.173	2.574	10.904	4.934	3.09	ENSG00000095970.17
TREML2	0.129	0.251	1.032	0.088	0.0	0.0	0.0	0.061	0.083	0.522	0.232	0.279	0.037	ENSG00000112195.9
TRERF1	1.209	15.711	5.103	2.137	26.785	20.357	12.274	12.816	9.17	15.872	1.023	1.325	1.762	ENSG00000124496.12
TREX1	55.395	19.102	41.374	22.264	55.524	6.986	3.493	12.49	32.453	36.404	53.247	27.251	16.426	ENSG00000213689.14
TRG-AS1	0.211	11.963	1.407	3.058	4.461	1.315	0.0	13.427	0.453	5.696	1.015	0.522	1.381	
TRHDE	0.349	0.34	0.035	0.089	4.878	1.499	2.652	0.0	0.0	0.071	0.032	0.244	0.076	ENSG00000072657.9
TRHDE-AS1	1.142	0.208	0.161	0.027	13.051	0.96	0.337	0.0	0.103	0.944	0.087	0.174	0.023	
TRIAP1	90.791	54.756	110.74	93.01	98.472	69.47	191.394	76.979	53.843	51.814	46.526	47.616	61.007	ENSG00000170855.4
TRIB1	59.992	275.032	336.825	145.521	367.079	342.042	69.185	231.129	228.615	233.169	102.345	336.926	510.894	ENSG00000173334.4
TRIB2	23.378	16.651	16.868	28.105	60.169	3.232	32.056	3.132	213.507	14.941	11.423	12.38	27.17	ENSG00000071575.11
TRIB3	20.14	12.38	28.74	22.488	34.896	9.709	22.759	27.727	14.481	16.408	111.616	22.033	6.858	ENSG00000101255.11
TRIL	1.371	3.936	3.474	1.766	2.256	0.951	2.248	0.769	4.59	1.171	11.711	6.112	2.502	ENSG00000255690.3
TRIM10	0.069	0.072	0.0	0.0	0.0	0.0	0.0	0.009	0.0	1.302	0.007	0.789	0.005	ENSG00000204613.11
